a	um
missed	missen
misses	missen
missing	missen
mission	missen
missionary	missionar
missis	missen
mississippi	mississippi
misspent	misten
missy	missen
mist	mist	misten
misted	misten
mister	misten
mistime	misten
mistiness	misten	mist
misting	misten	mist
mistral	mistral
mistrals	mistral
mistress	mist
mists	misten	mist
misty	mist	misten
mite	mit	mitte
mites	mitte
mitier	mir
mitt	mitte	mitten
mitten	mitten
mittens	mitten
mitts	mitte	mitten
mix	mix	mixen
mixed	mixen	mixer
mixer	mixer	mixen
mixers	mixer
mixes	mix	mixen
mixing	mixen
mob	mob
mobil	mobil
mobile	mobil
mobiles	mobil
mobility	mobilität	mobil
mobilization	mobilisation
mobilizations	mobilisation
mobilize	mobilisieren
mobilizes	mobilisieren
mocha	machen
mod	mode
modal	modell
modalities	modalität
modality	modalität
modally	modell	modellierung
mode	mode
model	modell
modeling	modellierung
modelling	modellierung
modem	modem
moderating	moderation
moderation	moderation
moderator	moderator
moderators	moderator
modern	modern
modernism	modernisierung
modernist	modern
modernity	modernität
modernization	modernisierung
modernize	modernisieren
modernizer	modernisierung
modernizes	modernisieren
modernizing	modernisierung
moderns	modern
modes	mode
modi	modisch	mode
modification	modifikation
modifications	modifikation
modified	modifiziert
modish	modisch
modo	mode
mods	mode
modula	modula	modul
modular	modular
modularity	modularität
modulate	modula
modulation	modulation
modulations	modulation
module	modul	modula
modules	modul
modulo	modul	modulo
modus	mode
moil	mail
moils	mail
moisten	misten
moistening	misten
moistens	misten
moister	muster
moistly	mist
mole	mole
molecular	molekular
molecularly	molekular
molecule	molekül
moles	mole
molest	mole
moll	moll	müll
molls	moll
molly	moll
molybdenum	molybdän
moment	moment
momently	moment
momento	moment
momentos	moment
momentous	moment
moments	moment
momentum	moment
monaco	monaco
monad	monat
monarch	monarch	monarchie
monarchial	monarchie	monarchisch
monarchic	monarchisch	monarch
monarchical	monarchisch
monarchies	monarchie
monarchism	monarchie
monarchist	monarchist	monarchie
monarchists	monarchist
monarchy	monarchie	monarch	monarchisch
monday	montag
monde	mond	mund
monetary	monetär
money	monetär
mongol	mongole
mongolian	mongolisch
mongolism	mongole
mongols	mongole
monied	moniert
monitor	monitor
monitored	monitor
monitories	monitor
monitoring	monitor
monitors	monitor
monitory	monitor
monody	mond
monogamist	monogam
monogamous	monogam
monogamously	monogam
monogram	monogramm
monograph	monographie
monolithic	monolithisch
monolog	monolog
monologs	monolog
monomania	monomanie
monomanias	monomanie
monopole	monopol
monopoles	monopol
monopolist	monopolist
monopolistic	monopolistisch
monopolistically	monopolistisch
monopolists	monopolist
monopolize	monopolist
monopolizer	monopolist
monopoly	monopol
monotheistic	monotheistisch
monotone	monoton
monotonies	monotonie
monotonous	monoton
monotonousness	monotonie
monotony	monotonie	monoton
monster	monster
monsters	monster
monstrous	monströs	monster
montage	montag
monte	mont	montieren
month	mont
montpelier	montpellier
montreal	montreal
monument	monument
monumental	monumental
monumentally	monumental
monuments	monument
mony	mont
mooned	moniert
moor	moor
moore	moor
moored	moor
mooring	moor
moors	moor
moory	moor
moos	moos
moose	moos
moot	moos
mop	mops
moped	moped
mopes	moped
moppet	mappe
mops	mops
moraines	marine
moral	moral
morale	moral
morales	moral
moralist	moralist
moralists	moralist
morality	moral
moralize	moralisieren
moralizer	moralisieren
moralizes	moralisieren
moralizing	moralisieren
morally	moral
morals	moral
morbidities	morbidität
morbidity	morbidität
morbidness	morbidität
mordent	morden
morgan	morgen
morgens	morgen
mormon	mormone
mormons	mormone
moroccan	marokkanisch
morocco	marokko
morphologic	morphologisch
morphological	morphologisch
morphologically	morphologisch
morphology	morphologisch
mosaic	mosaik
mosaicism	mosaik
mosaics	mosaik
moses	muse
moslem	moslem	moslemisch
mosquito	moskito
mosquitoes	moskito
moss	moos
mosser	messer
most	mosten	most	muster
mostly	most	mont
mosts	mosten	most	mont
mot	motte
mote	motte	mont
motel	motel	mittel
motels	motel	mittel	mittels
motes	motte
mother	mutter	mütter
mothered	mutter
motherly	mutter	mütter
mothers	mutter
mothery	mutter
motif	motiv
motional	motiv
motivating	motivation
motivation	motivation
motivational	motivation
motivations	motivation
motive	motiv	motivation
motives	motiv
motor	motor
motored	motor
motoric	motorisch	motor
motoring	motor
motorize	motorisieren
motorizes	motorisieren
motorizing	motorisieren
motors	motor
mots	motte
mottle	motte	mittel
mottler	motte	mittler
mottlers	mittler
motto	motte
moue	mauer
moues	mies
mound	mund	mond
mount	mont
mounter	munter
mounters	munter
mousers	mauser
mousily	mosel
muck	zucken
mucker	zucker
muckers	zucker
mud	mode
muds	mode
muff	muffe
muffing	muffig
mug	zug
mugs	zug
mulatto	mulatte
mule	maul
mull	müll
muller	müller
mullers	müller
multi	multi
multinational	multinational
multiplication	multiplikation
multiplications	multiplikation
multitasking	multitasking
mum	mumm	mal
mumm	mumm
munch	münchen
munched	münchen
munches	münchen
munching	münchen
munition	munition
munitions	munition
munster	münster
mural	moral
murals	moral
murder	mörder
murdered	mörder
murderous	mörder	mörderisch
murders	mörder
murk	merken
murker	merker
murkiness	merken
murkly	merklich
murks	murks
murmur	murmeln
muscle	muskel
musculature	muskulatur
muse	muse
muser	mauser	muster
musers	mauser
muses	muse
museum	museum
musher	muster
mushers	muster
mushes	masche
mushy	muschi
music	musik	musisch
musical	musikalisch	musisch
musically	musisch	musical
musician	musiker
musics	musik
musk	maske
musketeer	musketier
musketeers	musketier
muskily	muskel
muskmelon	melone
muskmelons	melone
muslim	muslim
muss	masse
musses	masse
mussily	massig
mussy	masse
must	muster
mustang	mustang
mustangs	mustang
mustard	muster
musted	muster
muster	muster
mustered	muster
mustering	muster
musters	muster
musting	muster
musts	mosten
musty	muster
mutant	mutant
mutants	mutant
mutate	mutant
mutation	mutation
mutations	mutation
mutator	mutant
mute	mut	muten	mutter
muted	muten	mutter
mutely	mut	mutig
muteness	muten
muter	mutter
mutes	muten
muting	mutig
mutinous	muten
mutiny	muten
mutt	mutter
mutter	mutter	mütter
muttered	mutter
muttering	mutter
mutters	mutter
mux	mux
my	mich	ma
myna	mine
myriad	myriade
myriads	myriade
mysterious	mysteriös
mystery	mysterium
mystic	mystik	mystisch
mystical	mystisch
mystically	mystisch
mysticism	mystik	mystizismus
mystics	mystik
mystification	mystifikation
mystifications	mystifikation
mystique	mystik
mythic	mythisch
mythical	mythisch
mythologic	mythologisch
mythological	mythologisch
mythologically	mythologisch
mythologies	mythologie
mythology	mythologie	mythologisch
na	nie
nag	nagen
nagasaki	nagasaki
naif	naiv
nail	nagel
nails	nagel
nairobi	nairobi	nairobi
naive	naiv
naively	naiv
nam	namen	name
name	namen	name	nachname
named	namen	nachnamen
namely	name
namer	namen	name
namers	namens
names	name	namen
naming	namen
nance	nation
nanny	nannte
nanosecond	nanosekunde
nanoseconds	nanosekunde
nap	napf
napoleonic	napoleonisch
narcissi	narzisse
narcissism	narzisse
narcissist	narzisse
narcos	narkose
narcosis	narkose
narcotics	narkose
narcotism	narkose
narcotize	narkotisieren
narcotizes	narkotisieren
narcotizing	narkotisieren
nasa	nase
natation	nation
nation	nation	national
national	national
nationalism	nationalismus
nationalist	nationalist
nationalistic	nationalistisch
nationalistically	nationalistisch
nationalists	nationalist
nationalities	nationalität
nationality	nationalität	nationalismus
nationalize	nationalisieren
nationalizes	nationalisieren
nationalizing	nationalisierung
nationally	national
nationhood	nationalität
nations	nation
native	nation
natively	nabel
natron	natron
natrons	natron
naturalistic	naturalistisch
naturalize	naturalisieren
naturalizes	naturalisieren
naturalizing	naturalisieren
nature	natur
natured	natur
nautical	nautisch
nautically	nautisch
navel	nabel
navels	nabel
navigating	navigation
navigation	navigation
navigational	navigation
navigator	navigation
nazi	nazi
nebraska	nebraska
nebraskan	nebraska
nebula	nebel
nebulas	nebel
nebule	nebel
nebulous	nebel
neck	necken	decken
necked	necken
necking	necken
nectar	nektar
nectarine	nektarine	nektar
nectarines	nektarine
nectars	nektar
nectary	nektar
nee	nie
need	nieder
needed	nieder
needer	nieder
needers	nieder
needy	nieder
negate	negativ
negated	negativ
negater	negativ
negating	negativ	negation
negation	negation	negativ
negations	negation
negative	negativ
negatively	negativ
negatives	negativ
negativism	negativ
negator	negativ
negligee	neglige
neighed	neigen
neighing	neigen
neon	neon
neons	neon
nepal	nepal
nertz	nerz
nerve	nerven	nerv
nerved	nerven
nerves	nerven	nerv
nervosities	nervosität
nervosity	nervosität
nervousness	nervosität
nest	nester
nested	nisten	nester
nester	nester
nesters	nester
nesting	nester
nests	nisten
net	nett
netter	nett
nettly	nett
netty	nett
neuralgic	neuralgisch
neurologically	neurologisch
neurologies	neurologie
neurology	neurologie	neurologisch
neuroses	neurose
neurosis	neurose
neurotic	neurotisch
neurotically	neurotisch
neutral	neutral
neutralist	neutralist
neutralists	neutralist
neutrality	neutral
neutralize	neutralisieren
neutralizes	neutralisieren
neutrally	neutral
neutrals	neutral
neutron	neutron
neutrons	neutron
nevada	nevada
nevadan	nevada
newfoundland	neufundland
nicaragua	nikaragua	nicaragua
niche	nische
niches	nische
nick	nicken	decken
nicked	nicken
nickel	nickel	deckel
nickeling	nickel
nickels	nickel	deckel
nicking	nicken
nickle	nickel
nicotine	nikotin
nicotinic	nikotin
nigeria	nigeria
nigger	neger
niggers	neger
nigh	nach
nigher	niger
night	nacht
nightly	nacht
nights	nacht
nihilist	nihilist
nihilistic	nihilistisch
nihilistically	nihilistisch
nihilists	nihilist
nil	nil
nile	nil
nill	null
nils	nil
nimbus	nimbus
nip	nippen
nipped	nippen
nipper	nippen
nippily	nippel
nipping	nippen
nipple	nippel
nixes	nixe
nobel	nobel	nebel
nobelium	nobel	nebel
noble	nobel
noblesse	noblesse
noblesses	noblesse
nock	nocken	nacken
nocked	nocken
nocking	nocken
nodus	indus
nogs	sog
nolo	solo
nomad	nomade
nomadic	nomade
nomadism	nomade
nomads	nomade
nominal	nominal
nominally	nominal
nominals	nominal
nominees	nominieren
non	nonne
nonactive	inaktiv	inaktiver
nonactives	inaktiv
nonassimilation	assimilation
nonce	unze
nonces	unze
nondirectional	indirektion
nonformation	information
nonhomogeneous	inhomogen
nonhuman	inhuman
nonlegal	illegal
nonofficial	inoffiziell
nonofficially	inoffiziell
nonorganic	anorganisch
nonrational	irrational
nonrationally	irrational
nonreligious	irreligiös
nonstable	installieren
nonzero	unser
noonday	sonntag
nordic	nordisch
norm	norm	normieren
norma	norm
normal	normal	norm
normalities	normalität
normality	normalität	normal
normalize	normalisieren
normalizer	normalisierung
normalizes	normalisieren
normalizing	normalisierung
normally	normal
normals	normal
norman	normal
normative	normativ
normatively	normativ
norwegian	norwegisch
noses	nase
nostalgia	nostalgie
nostalgic	nostalgisch
nostalgically	nostalgisch
nosy	nase
not	not
nota	nota	not
notarial	notariell
notarially	notariell
notaries	notar
notary	notar
notate	nota
notation	notation
notations	notation
note	not	nota
notice	notiz
notices	notiz
notify	notieren
noting	not
notion	not	notation
notions	notation
notorious	notorisch
nots	not
nougat	nougat
nougats	nougat
noumena	nummern
noumenal	nummern
nouns	nun
nova	nova
novas	nova
novel	novelle
novelette	novelle
novelist	novellist
novelists	novellist
novella	novelle
novelle	novelle
november	november
nuance	nuance
nuances	nuance
nucleal	nuklear
nuclear	nuklear
nucleate	nuklear
nude	nut
nudely	nudel
nuder	nudel
null	null
nullity	null
nullo	null
nulls	null
numeral	nummer	numerisch
numerate	numerieren
numerates	numerieren
numeration	numerieren
numeric	numerisch	nummerisch
numerical	numerisch
numerically	numerisch	nummerisch
numerics	numerik
numerous	nummer	numerisch
nummary	nummer
nun	nun
nuns	nun
nut	nut
nuts	nut
nutted	nutzen
nutting	nutzung
ny	nie
nylon	nylon
nylons	nylon
nymph	nymphe
nymphal	nymphe
nymphet	nymphe
nympho	nymphe
nymphs	nymphe
oars	oase
oases	oase
oasis	oase
ob	ober	ob
obduction	obduktion
obelisk	obelisk
obese	ober
object	objekt
objected	objektiv
objecting	objekt
objection	objekt
objective	objektiv
objectively	objektiv
objectives	objektiv
objectivity	objektivität
objects	objekt
obligate	obligat
obligation	obligation
obligations	obligation
obligee	obligat
oblongata	obligat
oboe	oboe
oboes	oboe
obol	hobel
obols	hobel
obscura	obskur
obscuration	obskur
obscure	obskur
obscured	obskur
obscuring	obskur
observance	observanz
observances	observanz
observatory	observatorium
obsolete	obsolet
obsoletely	obsolet
obsoleting	obsolet
occultism	okkultismus
occupancy	okkupant
occupant	okkupant
occupation	okkupation
ocean	ozean
oceans	ozean
octane	oktan
octave	oktav
octaves	oktav
october	oktober
ocular	okular
ocularly	okular
oculars	okular
od	ode	oder	hoden
ode	ode	oder
odes	ode	hoden
odessa	odessa
odious	ode
odium	odium
odor	oder
odored	oder
odorous	oder
odyssey	odyssee
of	ofen	hof
off	offen
offed	offen	offerte
offensive	offensiv
offensively	offensiv
offensives	offensiv
offer	opfer	offen
offered	opfer
offers	opfer
official	offiziell
officially	offiziell
officiary	offizier
officiousness	offizier
offing	offen
offset	offset
offsets	offset
oft	oft
often	oft
ohio	ohio
ohm	ohm
ohmic	ohm
ohs	hohe
oink	linke	linken
oinked	linken
oinks	links
old	hold
oleomargarine	margarine
oligarch	oligarchie
oligarchic	oligarchisch
oligarchical	oligarchisch
oligarchies	oligarchie
oligarchy	oligarchie
olive	olive
oliver	olive
olives	olive
olograph	holographie	holografie
olympia	olympia
olympiad	olympiade
olympiads	olympiade
olympic	olympisch
olympics	olympiade
olympus	olymp
ombudsman	ombudsmann
ombudsmen	ombudsmann
omega	omen
omen	omen
omens	omen
ominous	ominös
omnibus	omnibus
ontologies	ontologie
ontology	ontologie
onward	vorwärts
onwards	vorwärts
opacifies	pazifik
opaqued	paket
ope	oper
opec	pech
opera	oper
operand	operand
operant	operativ	operand
operating	operation
operation	operation
operational	operational
operationally	operational
operations	operation
operative	operativ
operatively	operativ
operatives	operativ
operator	operator
operators	operator
operetta	operette
opium	opium
opossum	posse
opponent	opponent
opponents	opponent
opportune	opportun
opportunism	opportunismus
opportunist	opportunist
opportunistic	opportunistisch
opportunists	opportunist
opposition	opposition
oppressive	repressiv
oppressively	repressiv
ops	opa
optic	optisch
optical	optisch
optically	optisch
optician	optiker	optisch
opticist	optiker	optisch
optimal	optimal
optimally	optimal
optimism	optimismus
optimist	optimist	optimistisch
optimistic	optimistisch
optimistical	optimistisch
optimistically	optimistisch
optimists	optimist
optimization	optimierung
optimize	optimieren
optimized	optimiert
optimum	optimum	optimal
option	option
optional	optional	option
optionally	optional
optionals	optional
optioning	option
options	option
opts	option
opulence	opulent
opulency	opulent
opulent	opulent
opulently	opulent
opus	opus
or	ort
orang	orange
orange	orange
orangery	orange
oranges	orange
orangish	orange
orangy	orange
oratorio	oratorium
oratory	oratorium
orchestra	orchester
orchid	orchidee
order	order	ordern
ordered	order
orderly	order
orders	ordern	order
ordinarier	ordinarien
ordinaries	ordinarien
ordinate	ordinat
ordo	order
ordonnance	ordonnanz
ordos	orden
ordure	order
ordurous	order
ore	foren
oregano	foren
oregon	oregon
ores	foren
organ	organ	organisch
organa	organ
organic	organisch
organically	organisch
organism	organisation	organismus	organismen
organization	organisation
organizational	organisation
organizations	organisation
organize	organisieren
organizer	organisator
organizers	organisator
organs	organ
orgiastic	orgiastisch
orgiastical	orgiastisch
orgies	orgie
orgy	orgie
orient	orient	orientieren
oriental	orientalisch	orientale
orientals	orientale
orientating	orientierung
orientation	orientierung
orientations	orientierung
orienting	orientierung
orients	orient
original	original	originale
originals	originale	original
originate	original
orleans	orleans
ornament	ornament
ornaments	ornament
ort	ort	orten
orth	ort
orthodox	orthodox
orthodoxes	orthodox
orthodoxy	orthodox
orthography	orthographie
orthopaedic	orthopädisch
orthopaedics	orthopädie
orthopaedist	orthopädie	orthopädisch
orthopedic	orthopädisch
orthopedically	orthopädisch
orthopedics	orthopädie
